esn,country,localizedDeviceDescription,deviceDescription,ip,regionCodeDisplayName,ts
HISETVD12600000000000000000000000000966633,ZA,Hisense DB MSD6586 4.3 on UHD platform Smart TV,Hisense DB MSD6586 4.3 on UHD platform Smart TV,165.73.58.87,Unknown,2020-11-12 19:02:05.274
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.188.101,Unknown,2020-11-12 18:01:06.882
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,155.93.188.101,Unknown,2020-11-12 12:01:27.206
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,155.93.188.101,Unknown,2020-11-11 20:00:19.987
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.188.101,Unknown,2020-11-11 13:02:14.570
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,102.132.162.92,Unknown,2020-11-11 07:44:56.371
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.92,Unknown,2020-11-11 06:28:54.415
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,102.132.162.92,Unknown,2020-11-09 20:02:24.409
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,102.132.162.92,Unknown,2020-11-08 18:17:42.253
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.92,Unknown,2020-11-07 17:07:14.573
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.163.34,Unknown,2020-11-07 07:29:46.464
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-11-06 11:04:29.271
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,155.93.163.34,Unknown,2020-11-05 19:31:38.358
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-11-01 18:51:48.348
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-11-01 18:51:43.476
NFANDROID1-PRV-P-GOOGLPIXEL=3-8522-063897A831C6F263E127DA66CBB7FEF80A04F1438D291C32C622509B84C7B39AA,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-11-01 18:51:32.741
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-11-01 16:05:53.681
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.140,Unknown,2020-10-29 17:19:33.820
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.163.34,Unknown,2020-10-27 20:46:41.422
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,155.93.163.34,Unknown,2020-10-27 18:36:50.648
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.163.34,Unknown,2020-10-27 18:35:38.253
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.177,Unknown,2020-10-27 17:22:41.237
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.163.34,Unknown,2020-10-27 09:00:05.150
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.163.34,Unknown,2020-10-27 07:34:25.223
GOOGEUR001-M10E5GKJY1PUPPS=8WRE1,ZA,Google Chromecast streaming stick,Google Chromecast streaming stick,155.93.163.119,Unknown,2020-10-24 06:32:16.976
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.163.119,Unknown,2020-10-23 20:18:50.350
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.163.119,Unknown,2020-10-23 15:58:41.076
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.177,Unknown,2020-10-22 10:33:36.076
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.163.119,Unknown,2020-10-20 22:02:07.343
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.149,Unknown,2020-10-20 14:12:22.107
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.163.119,Unknown,2020-10-20 07:48:01.156
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.160.120,Unknown,2020-10-19 19:38:09.572
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.149,Unknown,2020-10-19 17:24:00.597
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.160.120,Unknown,2020-10-18 18:30:25.630
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.227,Unknown,2020-10-18 14:43:19.270
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.180.227,Unknown,2020-10-17 22:44:22.889
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.227,Unknown,2020-10-16 12:34:39.036
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.186.176,Unknown,2020-10-16 07:05:39.488
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.186.176,Unknown,2020-10-15 18:33:51.399
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.186.176,Unknown,2020-10-14 21:18:28.020
NFANDROID1-PRV-P-L3-HUAWEMAR-LX1M-8158-092E9BAE771B193B81E8C7DDC4E2089360B50A4D46C34782C82716787905C6869,ZA,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,41.113.128.238,Unknown,2020-10-13 17:41:24.235
NFCDCH-01-G8HNAH2LUAWAK6RRPL3V2R6A3EC8ME,NL,Chrome OS (Cadmium),Chrome OS (Cadmium),87.212.231.31,North Holland,2020-10-08 17:36:47.461
NFCDCH-LX-GMDTDNPUPPNNC7AQQ4FPT83P5AVC93,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.186.176,Unknown,2020-09-29 11:32:55.894
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.186.176,Unknown,2020-09-28 21:28:32.276
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.132,Unknown,2020-09-23 15:01:29.198
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.207,Unknown,2020-09-22 19:30:17.571
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.207,Unknown,2020-09-20 20:14:53.715
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.119,Unknown,2020-09-18 21:40:17.729
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.119,Unknown,2020-09-17 11:26:01.914
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.45,Unknown,2020-09-03 19:13:04.237
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.228,Unknown,2020-08-30 16:20:16.824
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.126,Unknown,2020-08-27 17:21:26.071
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.186.176,Unknown,2020-08-27 17:10:48.111
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.62,Unknown,2020-08-26 18:09:34.307
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.87,Unknown,2020-08-26 17:22:58.461
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.87,Unknown,2020-08-24 13:56:29.506
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.46,Unknown,2020-08-23 17:16:35.429
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.186.176,Unknown,2020-08-22 21:19:42.526
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.186.176,Unknown,2020-08-20 07:21:09.916
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.130,Unknown,2020-08-19 14:30:32.553
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.193,Unknown,2020-08-18 17:17:40.753
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.40,Unknown,2020-08-18 13:32:35.126
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.130,Unknown,2020-08-17 07:15:02.104
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.40,Unknown,2020-08-16 18:41:08.131
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.164.126,North West,2020-08-15 14:35:35.134
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.164.126,North West,2020-08-15 08:20:55.667
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.152,Unknown,2020-08-11 16:09:31.835
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.152,Unknown,2020-08-09 18:54:06.057
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.237,Unknown,2020-08-06 18:35:09.119
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.237,Unknown,2020-08-05 17:33:07.247
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.185,Unknown,2020-08-04 17:22:01.489
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.25,Unknown,2020-08-03 17:04:42.593
NFANDROID1-PRV-P-SAMSUSM-A505F-7176-085F32C15783CC99DEED812102625AE30DCC632E54C378CAA1FB5C7533193B99C,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,105.213.123.135,Unknown,2020-08-02 17:34:51.984
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.201,Unknown,2020-07-29 17:28:16.755
NFANDROID1-PRV-P-L3-HUAWEMAR-LX1M-8158-092E9BAE771B193B81E8C7DDC4E2089360B50A4D46C34782C82716787905C6869,ZA,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,165.73.58.87,Unknown,2020-07-25 19:25:54.549
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.56,Unknown,2020-07-24 15:41:29.254
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.56,Unknown,2020-07-22 18:20:55.841
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.177,Unknown,2020-07-21 15:36:20.748
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.169,Unknown,2020-07-17 17:04:03.934
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.169,Unknown,2020-07-15 19:17:38.963
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.123,Unknown,2020-07-15 18:53:12.016
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.19,Unknown,2020-07-15 17:42:45.944
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.164.126,North West,2020-07-14 22:04:11.049
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.227,Unknown,2020-07-14 18:35:15.685
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.64,Unknown,2020-07-13 18:07:16.688
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.164.126,North West,2020-07-13 06:51:11.128
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,102.132.164.126,North West,2020-07-12 21:01:52.718
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.164.126,North West,2020-07-12 19:12:50.332
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.180.231,Unknown,2020-07-12 08:39:19.844
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.231,Unknown,2020-07-12 05:54:40.940
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.180.231,Unknown,2020-07-11 19:03:23.141
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,155.93.180.231,Unknown,2020-07-10 20:47:13.958
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,US,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,206.251.195.132,Georgia,2020-07-09 18:28:43.127
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.15,Unknown,2020-07-09 18:14:30.414
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,US,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,72.80.24.197,New York,2020-07-09 18:02:10.905
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,US,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,64.62.204.240,California,2020-07-09 18:01:30.060
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,US,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,173.196.230.157,California,2020-07-09 07:54:03.113
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,US,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,209.182.220.244,Tennessee,2020-07-09 07:50:18.041
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.15,Unknown,2020-07-07 18:53:15.426
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.89,Unknown,2020-07-01 11:50:37.306
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.202,Unknown,2020-06-30 17:02:42.076
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.202,Unknown,2020-06-29 14:01:01.087
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.232,Unknown,2020-06-28 16:14:58.412
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.232,Unknown,2020-06-28 12:33:52.448
NFANDROID1-PRV-P-GOOGLPIXEL=3=XL-8587-029CC725F605355F7D210C869A3664B4C341AD67F56FADF58C4066E46170B36EE,ZA,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,155.93.180.231,Unknown,2020-06-27 21:47:01.967
NFPS4-002-P0PMPPRM5MTVMF33NHFYU9CQ6W,ZA,Sony PS4 Pro,Sony PS4 Pro,155.93.180.231,Unknown,2020-06-27 21:19:23.069
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.68,Unknown,2020-06-27 17:10:39.941
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,155.93.180.231,Unknown,2020-06-27 14:30:36.431
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,155.93.180.231,Unknown,2020-06-27 10:09:15.521
HISETVK32000000000000000000000000002141706,ZA,Hisense MTK5657 on UHD platform Smart TV,Hisense MTK5657 on UHD platform Smart TV,102.132.162.62,Unknown,2020-06-26 16:37:43.784
NFPS4-001-AUFRGQLLKHZEG70W5Y3M0N0YNR,ZA,Sony PS4,Sony PS4,102.132.162.62,Unknown,2020-06-25 13:38:26.044
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.68,Unknown,2020-06-23 18:18:07.956
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.114,Unknown,2020-06-22 18:23:00.355
NFANDROID1-PRV-P-L3-HUAWEMAR-LX1M-8158-092E9BAE771B193B81E8C7DDC4E2089360B50A4D46C34782C82716787905C6869,ZA,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,165.73.58.87,Unknown,2020-06-19 15:58:16.509
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.61,Unknown,2020-06-18 15:40:35.988
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.230,Unknown,2020-06-18 14:41:07.757
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.199,Unknown,2020-06-15 20:06:00.080
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.171,Unknown,2020-06-15 18:59:42.321
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.194.143,Unknown,2020-06-15 17:38:16.033
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.196,Unknown,2020-06-15 12:38:08.459
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.74,Unknown,2020-06-11 12:15:11.155
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.239,Unknown,2020-06-10 15:47:10.792
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.239,Unknown,2020-06-09 16:41:15.705
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.119,Unknown,2020-06-08 18:39:41.530
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.119,Unknown,2020-06-08 14:15:10.060
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.162.62,Unknown,2020-06-07 19:31:14.277
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.70,Unknown,2020-06-06 13:10:18.004
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.173,Unknown,2020-06-04 15:06:38.101
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.173,Unknown,2020-06-02 18:02:09.701
NFCDCH-LX-GED6K7AXG0V0XKQR7WU03N54638GME,ZA,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,102.132.162.62,Unknown,2020-06-02 09:22:29.165
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.231,Unknown,2020-06-01 15:35:31.401
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.39,Unknown,2020-05-31 17:01:22.360
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.225,Unknown,2020-05-31 11:09:11.102
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.218,Unknown,2020-05-29 17:55:03.011
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.218,Unknown,2020-05-29 11:53:06.307
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.225,Unknown,2020-05-28 18:48:25.849
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.225,Unknown,2020-05-28 16:58:53.928
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.225,Unknown,2020-05-28 10:45:19.189
NFCDCH-02-G9W05EXXRVQNEU7AH1L5Q3C5760UCQ,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.193.230,Unknown,2020-05-27 19:08:39.243
NFCDCH-02-F6QN1YLYAXU04VDFANLYN3N1829NLM,ZA,Chrome PC (Cadmium),Chrome PC (Cadmium),169.0.99.158,Unknown,2020-05-26 13:12:37.434
