Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Antonio,2020-04-27 21:36:27,00:21:09,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Last Forever: Part Two (Episode 24),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:22,00:21:22,ZA (South Africa)
Antonio,2020-04-27 21:15:04,00:21:18,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Last Forever: Part One (Episode 23),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-27 20:53:43,00:21:17,,How I Met Your Mother: Season 9: The End of the Aisle (Episode 22),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-27 20:32:26,00:21:12,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Gary Blauman (Episode 21),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:12,00:21:12,ZA (South Africa)
Tania,2020-04-27 20:03:08,01:25:23,Autoplayed: user action: Unspecified; ,Furious 7,,Sony PS4,01:25:23,Not latest view,ZA (South Africa)
Antonio,2020-04-27 19:59:55,00:21:18,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Daisy (Episode 20),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-27 19:38:32,00:21:18,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Vesuvius (Episode 19),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-27 19:17:44,00:20:43,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Rally (Episode 18),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:20:43,00:20:43,ZA (South Africa)
Antonio,2020-04-27 18:56:23,00:21:17,,How I Met Your Mother: Season 9: Sunrise (Episode 17),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:17,00:21:17,ZA (South Africa)
Antonio,2020-04-27 18:34:13,00:22:05,,How I Met Your Mother: Season 9: How Your Mother Met Me (Episode 16),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:22:14,00:22:14,ZA (South Africa)
Antonio,2020-04-27 18:13:03,00:21:04,,How I Met Your Mother: Season 9: Unpause (Episode 15),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:15,00:21:15,ZA (South Africa)
Christy,2020-04-27 18:07:35,00:18:30,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Season 4: The Night Shift (Episode 4),,Chrome PC (Cadmium),00:18:30,Not latest view,ZA (South Africa)
Antonio,2020-04-27 17:51:48,00:21:11,,How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra (Episode 14),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:11,00:21:11,ZA (South Africa)
Christy,2020-04-27 17:44:41,00:20:57,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 3 (Episode 3),,Chrome PC (Cadmium),00:20:57,00:20:57,ZA (South Africa)
Antonio,2020-04-27 17:30:37,00:21:06,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Bass Player Wanted (Episode 13),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:06,00:21:06,ZA (South Africa)
Christy,2020-04-27 17:23:04,00:21:36,,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),,Chrome PC (Cadmium),00:21:37,00:21:37,ZA (South Africa)
Tania,2020-04-27 17:14:41,02:03:16,,Fast & Furious 6,,Hisense MTK5657 on UHD platform Smart TV,02:03:16,Not latest view,ZA (South Africa)
Tania,2020-04-27 17:14:31,00:00:04,,Fast & Furious 6,,Hisense MTK5657 on UHD platform Smart TV,01:57:05,Not latest view,ZA (South Africa)
Antonio,2020-04-27 17:10:19,00:20:13,,How I Met Your Mother: Season 9: The Rehearsal Dinner (Episode 12),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:20:13,00:20:13,ZA (South Africa)
Tania,2020-04-27 17:03:33,00:10:27,,Fast Five,,Hisense MTK5657 on UHD platform Smart TV,02:01:22,Not latest view,ZA (South Africa)
Antonio,2020-04-27 16:49:15,00:21:00,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 9: Bedtime Stories (Episode 11),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:03,00:21:03,ZA (South Africa)
Christy,2020-04-27 16:31:56,00:00:04,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 2 (Episode 2),,Chrome PC (Cadmium),00:00:04,Not latest view,ZA (South Africa)
Antonio,2020-04-27 16:27:53,00:21:18,,How I Met Your Mother: Season 9: Mom and Dad (Episode 10),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Manuel,2020-04-27 16:27:30,00:22:15,,Killers,,Hisense MTK5657 on UHD platform Smart TV,00:22:15,Not latest view,ZA (South Africa)
Christy,2020-04-27 16:10:17,00:21:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 4: Coral Palms: Part 1 (Episode 1),,Chrome PC (Cadmium),00:21:38,00:21:38,ZA (South Africa)
Antonio,2020-04-27 16:06:31,00:21:16,,How I Met Your Mother: Season 9: Platonish (Episode 9),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:16,00:21:16,ZA (South Africa)
Christy,2020-04-27 15:43:11,00:21:44,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: Greg and Larry (Episode 23),,Chrome PC (Cadmium),00:21:45,00:21:45,ZA (South Africa)
Manuel,2020-04-27 15:09:12,00:10:32,,Kickboxer,,Netflix Chrome Linux (Cadmium) HTML 5,00:21:38,Not latest view,ZA (South Africa)
Manuel,2020-04-27 15:07:34,00:00:06,Autoplayed: user action: None; ,Killers_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:06,00:00:06,ZA (South Africa)
Christy,2020-04-27 15:06:46,00:21:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: The Bureau (Episode 22),,Chrome PC (Cadmium),00:21:38,00:21:38,ZA (South Africa)
Manuel,2020-04-27 15:06:43,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,Not latest view,NL (Netherlands)
Manuel,2020-04-27 15:04:25,00:01:43,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:01:43,Not latest view,NL (Netherlands)
Tania,2020-04-27 15:03:27,01:09:59,Autoplayed: user action: Unspecified; ,Fast Five,,Sony PS4,01:50:56,Not latest view,ZA (South Africa)
Christy,2020-04-27 14:44:53,00:21:36,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 3: Maximum Security (Episode 21),,Chrome PC (Cadmium),00:21:37,00:21:37,ZA (South Africa)
Manuel,2020-04-27 14:44:28,00:19:57,,Furious 7,,Netflix Chrome Linux (Cadmium) HTML 5,02:09:20,02:09:20,NL (Netherlands)
Christy,2020-04-27 14:41:51,00:02:59,,Brooklyn Nine-Nine: Season 3: Paranoia (Episode 20),,Chrome PC (Cadmium),00:21:23,00:21:23,ZA (South Africa)
Manuel,2020-04-27 14:41:42,00:00:47,,Rambo: Last Blood,,Netflix Chrome Linux (Cadmium) HTML 5,00:00:47,00:00:47,NL (Netherlands)
Manuel,2020-04-27 14:41:35,00:00:04,Autoplayed: user action: None; ,Rambo: Last Blood_hook_03_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,NL (Netherlands)
Christy,2020-04-27 14:41:02,00:00:07,Autoplayed: user action: None; ,Trailer: The Willoughbys,TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,ZA (South Africa)
Manuel,2020-04-27 14:40:37,00:00:41,Autoplayed: user action: None; ,Fast & Furious_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:41,00:00:41,NL (Netherlands)
Manuel,2020-04-27 14:40:27,00:00:04,Autoplayed: user action: None; ,Code 8_hook_02_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,NL (Netherlands)
Manuel,2020-04-27 14:37:08,00:02:27,,Focus,,Netflix Chrome Linux (Cadmium) HTML 5,00:04:12,00:04:12,NL (Netherlands)
Tania,2020-04-27 14:08:41,00:40:59,,Fast Five,,Hisense MTK5657 on UHD platform Smart TV,00:40:59,Not latest view,ZA (South Africa)
Manuel,2020-04-27 12:19:37,01:17:22,,Furious 7,,Hisense MTK5657 on UHD platform Smart TV,01:49:23,Not latest view,ZA (South Africa)
Manuel,2020-04-27 06:27:02,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Too Hot to Handle,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:07,Not latest view,NL (Netherlands)
Manuel,2020-04-27 06:08:03,00:18:47,,Furious 7,,Netflix Chrome Linux (Cadmium) HTML 5,00:32:12,Not latest view,NL (Netherlands)
Manuel,2020-04-27 06:06:15,00:01:10,Autoplayed: user action: None; ,The Losers_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:01:10,Not latest view,NL (Netherlands)
Manuel,2020-04-27 06:05:46,00:00:07,Autoplayed: user action: None; ,Fast & Furious 6_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:07,00:00:07,NL (Netherlands)
Antonio,2020-04-27 01:35:17,00:21:08,,How I Met Your Mother: Season 9: The Lighthouse (Episode 8),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:15,00:21:15,ZA (South Africa)
Antonio,2020-04-27 01:13:57,00:21:15,,How I Met Your Mother: Season 9: No Questions Asked (Episode 7),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:15,00:21:15,ZA (South Africa)
Antonio,2020-04-27 00:52:41,00:21:12,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Knight Vision (Episode 6),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:12,00:21:12,ZA (South Africa)
Antonio,2020-04-27 00:31:18,00:21:18,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: The Poker Game (Episode 5),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-27 00:10:00,00:21:11,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 9: The Broken Code (Episode 4),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-26 23:48:38,00:21:18,Autoplayed: user action: None; ,How I Met Your Mother: Season 9: Last Time in New York (Episode 3),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-26 23:28:03,00:20:29,,How I Met Your Mother: Season 9: Coming Back (Episode 2),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:20:37,00:20:37,ZA (South Africa)
Antonio,2020-04-26 23:06:46,00:21:12,,How I Met Your Mother: Season 9: The Locket (Episode 1),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:12,00:21:12,ZA (South Africa)
Antonio,2020-04-26 22:45:35,00:21:07,,How I Met Your Mother: Season 8: Something New (Episode 24),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:17,00:21:17,ZA (South Africa)
Antonio,2020-04-26 22:24:12,00:21:12,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 8: Something Old (Episode 23),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Antonio,2020-04-26 22:02:47,00:21:20,Autoplayed: user action: None; ,How I Met Your Mother: Season 8: The Bro Mitzvah (Episode 22),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:21,00:21:21,ZA (South Africa)
Antonio,2020-04-26 21:42:04,00:20:38,Autoplayed: user action: None; ,How I Met Your Mother: Season 8: Romeward Bound (Episode 21),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:20:39,00:20:39,ZA (South Africa)
Antonio,2020-04-26 21:19:45,00:22:06,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 8: The Time Travelers (Episode 20),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:18,00:21:18,ZA (South Africa)
Tania,2020-04-26 20:21:12,00:00:30,Autoplayed: user action: None; ,True Story_hook_primary_16x9,HOOK,Sony PS4,00:00:30,Not latest view,ZA (South Africa)
Tania,2020-04-26 20:19:19,00:00:17,Autoplayed: user action: None; ,The Most Hated Woman in America (Trailer),TRAILER,Sony PS4,00:00:17,00:00:17,ZA (South Africa)
Tania,2020-04-26 20:18:53,00:00:09,Autoplayed: user action: None; ,Barry (Trailer),TRAILER,Sony PS4,00:00:09,Not latest view,ZA (South Africa)
Tania,2020-04-26 20:18:25,00:00:20,Autoplayed: user action: None; ,Courageous_hook_primary_16x9,HOOK,Sony PS4,00:00:20,00:00:20,ZA (South Africa)
Tania,2020-04-26 20:17:02,00:00:06,Autoplayed: user action: None; ,Fast & Furious 6_hook_primary_16x9,HOOK,Sony PS4,00:00:06,00:00:06,ZA (South Africa)
Tania,2020-04-26 20:14:17,00:02:29,Autoplayed: user action: None; ,Trailer: Uncorked,TRAILER,Sony PS4,00:02:29,00:02:29,ZA (South Africa)
Tania,2020-04-26 20:12:24,00:01:24,Autoplayed: user action: None; ,Some Kind of Beautiful_hook_03_16x9,HOOK,Sony PS4,00:01:24,00:01:24,ZA (South Africa)
Tania,2020-04-26 20:12:10,00:00:10,Autoplayed: user action: None; ,Overcomer_hook_02_16x9,HOOK,Sony PS4,00:00:10,00:00:10,ZA (South Africa)
Tania,2020-04-26 20:11:49,00:00:10,Autoplayed: user action: None; ,Fast Five_hook_primary_16x9,HOOK,Sony PS4,00:00:10,00:00:10,ZA (South Africa)
Tania,2020-04-26 20:11:23,00:00:04,Autoplayed: user action: None; ,BRIAN BANKS_hook_03_16x9,HOOK,Sony PS4,00:00:04,00:00:04,ZA (South Africa)
Tania,2020-04-26 19:13:57,00:51:57,Autoplayed: user action: Unspecified; ,Brian Banks,,Sony PS4,01:34:25,01:34:25,ZA (South Africa)
Manuel,2020-04-26 18:33:23,00:13:25,,Furious 7,,Sony PS4,00:13:25,Not latest view,ZA (South Africa)
Manuel,2020-04-26 18:33:16,00:00:06,Autoplayed: user action: None; ,Furious 7_hook_primary_16x9,HOOK,Sony PS4,00:00:06,00:00:06,ZA (South Africa)
Antonio,2020-04-26 18:28:00,01:25:25,Autoplayed: user action: Unspecified; ,Brightburn,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,01:25:25,01:25:25,ZA (South Africa)
Antonio,2020-04-26 18:27:44,00:00:13,Autoplayed: user action: None; ,BrightBurn_hook_02_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:13,00:00:13,ZA (South Africa)
Antonio,2020-04-26 18:27:21,00:00:15,Autoplayed: user action: None; ,Trailer: El silencio de la ciudad blanca,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:15,Not latest view,ZA (South Africa)
Antonio,2020-04-26 18:17:30,00:09:30,Autoplayed: user action: Unspecified; ,The Hard Way,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:09:30,00:09:30,ZA (South Africa)
Antonio,2020-04-26 18:17:15,00:00:10,Autoplayed: user action: None; ,The Hard Way_hook_primary_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:10,Not latest view,ZA (South Africa)
Antonio,2020-04-26 18:14:51,00:01:57,Autoplayed: user action: None; ,The Set Up,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:57,00:01:57,ZA (South Africa)
Antonio,2020-04-26 18:14:40,00:00:07,Autoplayed: user action: None; ,The Set Up_hook_01_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:07,00:00:07,ZA (South Africa)
Antonio,2020-04-26 18:04:50,00:08:13,,The Inmate: Season 1: Episode 3,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:35:52,00:35:52,ZA (South Africa)
Tania,2020-04-26 17:59:15,00:42:35,,Brian Banks,,Hisense MTK5657 on UHD platform Smart TV,00:42:35,Not latest view,ZA (South Africa)
Manuel,2020-04-26 17:50:33,00:42:34,Autoplayed: user action: Unspecified; ,Fast & Furious 6,,Sony PS4,02:03:30,02:03:30,ZA (South Africa)
Manuel,2020-04-26 17:50:26,00:00:04,Autoplayed: user action: None; ,Fast & Furious 6_hook_primary_16x9,HOOK,Sony PS4,00:00:04,Not latest view,ZA (South Africa)
Manuel,2020-04-26 17:50:12,00:00:11,Autoplayed: user action: None; ,Season 1 Trailer: Absurd Planet,TRAILER,Sony PS4,00:00:11,00:00:11,ZA (South Africa)
Antonio,2020-04-26 17:21:21,00:43:23,Autoplayed: user action: None; ,The Inmate: Season 1: Episode 2,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:44:37,00:44:37,ZA (South Africa)
Antonio,2020-04-26 16:37:34,00:43:41,Autoplayed: user action: None; ,The Inmate: Season 1: Episode 1,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:43:41,00:43:41,ZA (South Africa)
Antonio,2020-04-26 16:31:17,00:00:23,Autoplayed: user action: None; ,El recluso: Season 1_hook_primary_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:23,00:00:23,ZA (South Africa)
Antonio,2020-04-26 16:31:02,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 2_hook_primary_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:04,00:00:04,ZA (South Africa)
Antonio,2020-04-26 16:30:07,00:00:04,Autoplayed: user action: None; ,Limited Series Trailer: How To Fix A Drug Scandal,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:04,00:00:04,ZA (South Africa)
Antonio,2020-04-26 16:29:38,00:00:17,Autoplayed: user action: None; ,Sabrina (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:17,Not latest view,ZA (South Africa)
Antonio,2020-04-26 16:28:54,00:00:13,Autoplayed: user action: None; ,All The Bright Places (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:13,Not latest view,ZA (South Africa)
Antonio,2020-04-26 16:25:33,00:01:35,,Shooter (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:35,Not latest view,ZA (South Africa)
Antonio,2020-04-26 16:24:29,00:01:01,,"Trailer 2: Coronavirus, Explained",TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:01,00:01:01,ZA (South Africa)
Antonio,2020-04-26 16:23:02,00:01:23,Autoplayed: user action: None; ,Trailer: The Plagues of Breslau,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:23,Not latest view,ZA (South Africa)
Manuel,2020-04-26 14:45:24,01:21:44,,Fast & Furious 6,,Hisense MTK5657 on UHD platform Smart TV,01:21:44,Not latest view,ZA (South Africa)
Manuel,2020-04-26 14:40:32,00:02:01,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Hisense MTK5657 on UHD platform Smart TV,00:02:01,00:02:01,ZA (South Africa)
Antonio,2020-04-26 14:39:44,01:42:56,Autoplayed: user action: Unspecified; ,The Doll,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,01:45:05,01:45:05,ZA (South Africa)
Antonio,2020-04-26 13:40:09,00:00:21,Autoplayed: user action: Unspecified; ,Sabrina,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:03:48,00:03:48,ZA (South Africa)
Antonio,2020-04-26 13:39:57,00:00:07,Autoplayed: user action: None; ,Sabrina (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:07,Not latest view,ZA (South Africa)
Antonio,2020-04-26 13:38:42,00:00:09,Autoplayed: user action: None; ,Extinction (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:09,00:00:09,ZA (South Africa)
Antonio,2020-04-26 13:38:06,00:00:06,Autoplayed: user action: None; ,"Love, Death & Robots: Season 1 (Trailer)",TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:06,Not latest view,ZA (South Africa)
Antonio,2020-04-26 13:34:39,00:03:11,Autoplayed: user action: Unspecified; ,Miracle in Cell No. 7,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:03:11,00:03:11,ZA (South Africa)
Antonio,2020-04-26 13:34:21,00:00:13,Autoplayed: user action: None; ,Miracle in Cell No. 7_hook_02_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:13,Not latest view,ZA (South Africa)
Antonio,2020-04-26 13:33:54,00:00:05,Autoplayed: user action: None; ,Beasts of No Nation (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:05,00:00:05,ZA (South Africa)
Manuel,2020-04-26 13:31:15,01:09:08,,Fast Five,,Hisense MTK5657 on UHD platform Smart TV,02:01:37,Not latest view,ZA (South Africa)
Christy,2020-04-26 12:53:49,00:44:56,,Despicable Me,,Chrome PC (Cadmium),01:02:39,01:02:39,ZA (South Africa)
Christy,2020-04-26 11:21:43,00:17:44,,Despicable Me,,Chrome PC (Cadmium),00:17:44,Not latest view,ZA (South Africa)
Christy,2020-04-26 11:20:51,00:00:06,Autoplayed: user action: None; ,Death at a Funeral_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,ZA (South Africa)
Christy,2020-04-26 11:19:11,00:00:31,Autoplayed: user action: None; ,Season 1 Trailer: Outer Banks,TRAILER,Chrome PC (Cadmium),00:00:31,Not latest view,ZA (South Africa)
Manuel,2020-04-26 08:52:29,00:04:34,,Focus,,Netflix Chrome Linux (Cadmium) HTML 5,00:01:45,Not latest view,NL (Netherlands)
Manuel,2020-04-26 07:47:03,00:52:30,,Fast Five,,Hisense MTK5657 on UHD platform Smart TV,00:52:30,Not latest view,ZA (South Africa)
Manuel,2020-04-26 06:45:22,01:01:27,,Fast & Furious,,Hisense MTK5657 on UHD platform Smart TV,01:40:04,01:40:04,ZA (South Africa)
Antonio,2020-04-26 01:35:12,00:21:21,Autoplayed: user action: None; ,How I Met Your Mother: Season 8: The Fortress (Episode 19),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:22,00:21:22,ZA (South Africa)
Antonio,2020-04-26 01:13:57,00:21:09,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 8: Weekend at Barney's (Episode 18),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:16,00:21:16,ZA (South Africa)
Antonio,2020-04-26 00:52:29,00:21:22,Autoplayed: user action: Unspecified; ,How I Met Your Mother: Season 8: The Ashtray (Episode 17),,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:21:22,00:21:22,ZA (South Africa)
Antonio,2020-04-25 21:59:30,00:00:06,Autoplayed: user action: None; ,Mowgli: Legend of the Jungle Podular: TEXTLESS / Action - Drama - Fantasy,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:06,00:00:06,ZA (South Africa)
Antonio,2020-04-25 21:58:02,00:00:22,Autoplayed: user action: Unspecified; ,The African Doctor,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:02:25,00:02:25,ZA (South Africa)
Antonio,2020-04-25 21:55:29,00:02:07,Autoplayed: user action: Unspecified; ,The African Doctor,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:02:07,Not latest view,ZA (South Africa)
Antonio,2020-04-25 21:54:56,00:00:12,Autoplayed: user action: None; ,The African Doctor_hook_primary_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:12,Not latest view,ZA (South Africa)
Antonio,2020-04-25 21:53:44,00:00:05,Autoplayed: user action: None; ,Trailer: Horse Girl,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:05,00:00:05,ZA (South Africa)
Antonio,2020-04-25 21:53:20,00:00:19,Autoplayed: user action: None; ,37 Seconds_hook_01_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:19,00:00:19,ZA (South Africa)
Antonio,2020-04-25 21:52:25,00:00:27,Autoplayed: user action: None; ,Mokalik_hook_01_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:27,00:00:27,ZA (South Africa)
Antonio,2020-04-25 21:52:06,00:00:05,Autoplayed: user action: None; ,Trailer: LA Originals,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:05,00:00:05,ZA (South Africa)
Antonio,2020-04-25 21:51:52,00:00:04,Autoplayed: user action: None; ,Travis Scott: Look Mom I Can Fly (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:04,00:00:04,ZA (South Africa)
Antonio,2020-04-25 21:45:53,00:05:44,,Eerie,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:10:55,00:10:55,ZA (South Africa)
Antonio,2020-04-25 21:39:23,00:05:18,Autoplayed: user action: Unspecified; ,Eerie,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:05:18,Not latest view,ZA (South Africa)
Antonio,2020-04-25 21:39:04,00:00:16,Autoplayed: user action: None; ,Eerie_hook_04_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:16,00:00:16,ZA (South Africa)
Antonio,2020-04-25 21:38:32,00:00:07,Autoplayed: user action: None; ,Kolaiyuthir Kaalam_hook_04_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:07,00:00:07,ZA (South Africa)
Antonio,2020-04-25 21:37:55,00:00:12,Autoplayed: user action: None; ,Uncovered_hook_03_16x9,HOOK,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:12,00:00:12,ZA (South Africa)
Antonio,2020-04-25 21:37:24,00:00:19,Autoplayed: user action: None; ,ELI (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:19,00:00:19,ZA (South Africa)
Antonio,2020-04-25 20:12:03,01:24:38,,Rattlesnake,,Hisense DB MSD6586 4.3 on UHD platform Smart TV,01:21:17,01:21:17,ZA (South Africa)
Antonio,2020-04-25 20:11:40,00:00:18,Autoplayed: user action: None; ,Rattlesnake (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:18,00:00:18,ZA (South Africa)
Antonio,2020-04-25 20:11:29,00:00:04,Autoplayed: user action: None; ,Trailer: The Willoughbys,TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:04,00:00:04,ZA (South Africa)
Antonio,2020-04-25 20:11:16,00:00:05,Autoplayed: user action: None; ,The Decline (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:00:05,00:00:05,ZA (South Africa)
Antonio,2020-04-25 19:48:47,00:01:59,,Greenleaf (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:59,Not latest view,ZA (South Africa)
Antonio,2020-04-25 19:47:08,00:01:35,,Shooter (Trailer),TRAILER,Hisense DB MSD6586 4.3 on UHD platform Smart TV,00:01:35,Not latest view,ZA (South Africa)
